scenario_id,task_id,tube_id,trial_id,x_rmse_mm,y_rmse_mm,z_rmse_mm,x_max_abs_error_mm,y_max_abs_error_mm,z_max_abs_error_mm,worst_axis,task_status,notes
manual_review_limited_capacity,TASK-7B1-037,TUBE-7B1-037,3,0.271,0.098,0.325,1.22,0.502,0.628,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-037,TUBE-7B1-037,4,0.27,0.102,0.326,1.235,0.531,0.624,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-037,TUBE-7B1-037,5,0.272,0.097,0.322,1.191,0.475,0.611,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-038,TUBE-7B1-038,1,0.257,0.063,0.341,2.537,0.196,0.624,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-038,TUBE-7B1-038,2,0.26,0.058,0.344,2.537,0.192,0.629,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-038,TUBE-7B1-038,3,0.256,0.058,0.342,2.384,0.231,0.617,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-038,TUBE-7B1-038,4,0.256,0.059,0.342,2.423,0.232,0.631,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-038,TUBE-7B1-038,5,0.258,0.062,0.34,2.464,0.218,0.617,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-039,TUBE-7B1-039,1,0.246,0.056,0.336,1.063,0.162,0.634,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-039,TUBE-7B1-039,2,0.244,0.059,0.337,1.063,0.157,0.616,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-039,TUBE-7B1-039,3,0.236,0.061,0.334,1.031,0.224,0.613,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-039,TUBE-7B1-039,4,0.243,0.059,0.336,1.009,0.194,0.632,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-039,TUBE-7B1-039,5,0.242,0.059,0.334,1.032,0.177,0.618,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-040,TUBE-7B1-040,1,0.257,0.107,0.326,1.024,0.521,0.627,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-040,TUBE-7B1-040,2,0.26,0.102,0.328,1.088,0.418,0.634,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-040,TUBE-7B1-040,3,0.264,0.106,0.327,1.108,0.443,0.627,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-040,TUBE-7B1-040,4,0.262,0.107,0.326,1.027,0.502,0.626,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-040,TUBE-7B1-040,5,0.261,0.106,0.323,1.007,0.589,0.634,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-041,TUBE-7B1-041,1,0.275,0.089,0.326,1.266,0.41,0.678,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-041,TUBE-7B1-041,2,0.27,0.093,0.323,1.413,0.441,0.613,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-041,TUBE-7B1-041,3,0.274,0.094,0.324,1.242,0.32,0.624,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-041,TUBE-7B1-041,4,0.277,0.093,0.326,1.309,0.442,0.626,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-041,TUBE-7B1-041,5,0.272,0.09,0.324,1.219,0.339,0.624,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-042,TUBE-7B1-042,1,0.236,0.055,0.338,0.912,0.185,0.644,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-042,TUBE-7B1-042,2,0.237,0.054,0.338,0.849,0.143,0.61,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-042,TUBE-7B1-042,3,0.238,0.055,0.336,0.928,0.17,0.623,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-042,TUBE-7B1-042,4,0.235,0.058,0.336,0.795,0.159,0.621,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-042,TUBE-7B1-042,5,0.237,0.06,0.338,0.902,0.203,0.626,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-043,TUBE-7B1-043,1,0.255,0.055,0.33,1.542,0.151,0.603,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-043,TUBE-7B1-043,2,0.264,0.054,0.332,1.556,0.193,0.647,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-043,TUBE-7B1-043,3,0.263,0.053,0.328,1.513,0.189,0.615,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-043,TUBE-7B1-043,4,0.261,0.054,0.33,1.54,0.212,0.6,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-043,TUBE-7B1-043,5,0.256,0.054,0.331,1.503,0.183,0.602,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-045,TUBE-7B1-045,1,0.254,0.107,0.326,1.063,0.533,0.607,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-045,TUBE-7B1-045,2,0.253,0.106,0.328,1.002,0.476,0.623,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-045,TUBE-7B1-045,3,0.251,0.105,0.326,0.997,0.516,0.614,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-045,TUBE-7B1-045,4,0.251,0.107,0.329,0.963,0.515,0.623,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-045,TUBE-7B1-045,5,0.253,0.11,0.329,0.979,0.535,0.623,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-046,TUBE-7B1-046,1,0.262,0.097,0.323,0.924,0.313,0.631,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-046,TUBE-7B1-046,2,0.263,0.097,0.323,0.984,0.334,0.63,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-046,TUBE-7B1-046,3,0.265,0.092,0.325,0.928,0.33,0.617,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-046,TUBE-7B1-046,4,0.26,0.097,0.322,1.004,0.396,0.631,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-046,TUBE-7B1-046,5,0.266,0.094,0.321,0.904,0.302,0.607,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-047,TUBE-7B1-047,1,0.281,0.066,0.338,2.959,0.237,0.634,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-047,TUBE-7B1-047,2,0.283,0.064,0.337,2.946,0.275,0.619,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-047,TUBE-7B1-047,3,0.28,0.067,0.337,2.962,0.213,0.617,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-047,TUBE-7B1-047,4,0.279,0.065,0.34,2.972,0.206,0.636,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-047,TUBE-7B1-047,5,0.285,0.066,0.338,2.993,0.267,0.616,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-048,TUBE-7B1-048,1,0.248,0.067,0.331,0.929,0.29,0.611,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-048,TUBE-7B1-048,2,0.254,0.067,0.333,0.973,0.276,0.63,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-048,TUBE-7B1-048,3,0.252,0.068,0.334,0.875,0.292,0.637,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-048,TUBE-7B1-048,4,0.252,0.064,0.334,0.928,0.251,0.615,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-048,TUBE-7B1-048,5,0.249,0.066,0.335,0.964,0.236,0.616,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-049,TUBE-7B1-049,1,0.262,0.111,0.323,0.9,0.473,0.612,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-049,TUBE-7B1-049,2,0.257,0.112,0.324,0.873,0.39,0.638,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-049,TUBE-7B1-049,3,0.261,0.107,0.323,0.858,0.394,0.61,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-049,TUBE-7B1-049,4,0.258,0.109,0.322,0.874,0.468,0.639,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-049,TUBE-7B1-049,5,0.252,0.108,0.324,0.882,0.406,0.623,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-050,TUBE-7B1-050,1,0.271,0.106,0.32,1.463,0.56,0.617,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-050,TUBE-7B1-050,2,0.273,0.105,0.32,1.367,0.575,0.627,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-050,TUBE-7B1-050,3,0.274,0.102,0.322,1.51,0.499,0.666,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-050,TUBE-7B1-050,4,0.273,0.106,0.319,1.476,0.529,0.609,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-050,TUBE-7B1-050,5,0.278,0.106,0.319,1.433,0.61,0.628,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-051,TUBE-7B1-051,1,0.241,0.081,0.333,0.833,0.357,0.613,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-051,TUBE-7B1-051,2,0.246,0.082,0.332,0.862,0.368,0.615,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-051,TUBE-7B1-051,3,0.243,0.08,0.335,0.858,0.32,0.609,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-051,TUBE-7B1-051,4,0.248,0.081,0.329,0.767,0.414,0.617,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-051,TUBE-7B1-051,5,0.242,0.078,0.335,0.871,0.306,0.631,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-052,TUBE-7B1-052,1,0.325,0.098,0.327,3.147,1.074,0.649,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-052,TUBE-7B1-052,2,0.328,0.093,0.325,3.214,1.083,0.595,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-052,TUBE-7B1-052,3,0.324,0.097,0.326,3.177,1.066,0.611,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-052,TUBE-7B1-052,4,0.333,0.096,0.325,3.31,1.069,0.604,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-052,TUBE-7B1-052,5,0.33,0.091,0.327,3.262,0.973,0.613,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-053,TUBE-7B1-053,1,0.145,0.114,0.359,0.684,0.471,0.614,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-053,TUBE-7B1-053,2,0.149,0.113,0.353,0.68,0.437,0.667,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-053,TUBE-7B1-053,3,0.143,0.118,0.353,0.621,0.434,0.643,z,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-053,TUBE-7B1-053,4,0.148,0.113,0.355,0.68,0.51,0.621,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-053,TUBE-7B1-053,5,0.149,0.112,0.356,0.62,0.498,0.652,z,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-054,TUBE-7B1-054,1,0.188,0.107,0.351,1.09,0.616,0.648,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-054,TUBE-7B1-054,2,0.195,0.1,0.349,1.183,0.514,0.627,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-054,TUBE-7B1-054,3,0.194,0.107,0.349,1.243,0.506,0.619,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-054,TUBE-7B1-054,4,0.196,0.106,0.349,1.226,0.431,0.631,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-054,TUBE-7B1-054,5,0.192,0.104,0.348,1.28,0.463,0.632,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-055,TUBE-7B1-055,1,0.164,0.076,0.355,0.821,0.447,0.605,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-055,TUBE-7B1-055,2,0.17,0.075,0.357,0.944,0.352,0.627,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-055,TUBE-7B1-055,3,0.162,0.079,0.356,0.78,0.497,0.613,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-055,TUBE-7B1-055,4,0.163,0.077,0.36,0.878,0.451,0.628,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-055,TUBE-7B1-055,5,0.163,0.074,0.36,0.932,0.388,0.656,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-056,TUBE-7B1-056,1,0.216,0.066,0.343,0.813,0.292,0.624,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-056,TUBE-7B1-056,2,0.214,0.069,0.347,0.82,0.326,0.629,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-056,TUBE-7B1-056,3,0.215,0.066,0.346,0.833,0.31,0.614,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-056,TUBE-7B1-056,4,0.217,0.068,0.344,0.915,0.295,0.622,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-056,TUBE-7B1-056,5,0.214,0.072,0.342,0.819,0.314,0.612,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-057,TUBE-7B1-057,1,0.167,0.103,0.351,0.702,0.567,0.613,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-057,TUBE-7B1-057,2,0.165,0.108,0.352,0.728,0.436,0.614,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-057,TUBE-7B1-057,3,0.17,0.108,0.351,0.779,0.541,0.625,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-057,TUBE-7B1-057,4,0.167,0.112,0.355,0.63,0.446,0.631,z,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-057,TUBE-7B1-057,5,0.164,0.105,0.352,0.739,0.419,0.607,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-058,TUBE-7B1-058,1,0.188,0.095,0.348,0.901,0.301,0.632,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-058,TUBE-7B1-058,2,0.194,0.095,0.35,0.869,0.366,0.629,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-058,TUBE-7B1-058,3,0.194,0.097,0.35,0.827,0.379,0.615,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-058,TUBE-7B1-058,4,0.193,0.093,0.35,0.879,0.288,0.613,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-058,TUBE-7B1-058,5,0.191,0.089,0.349,0.913,0.373,0.653,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-060,TUBE-7B1-060,1,0.168,0.066,0.358,0.768,0.409,0.619,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-060,TUBE-7B1-060,2,0.165,0.065,0.354,0.757,0.202,0.619,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-060,TUBE-7B1-060,3,0.17,0.067,0.356,0.786,0.378,0.596,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-060,TUBE-7B1-060,4,0.173,0.067,0.358,0.831,0.353,0.624,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-060,TUBE-7B1-060,5,0.167,0.066,0.357,0.863,0.319,0.618,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-061,TUBE-7B1-061,1,0.281,0.088,0.342,3.071,0.552,0.627,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-061,TUBE-7B1-061,2,0.286,0.087,0.341,3.142,0.608,0.616,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-061,TUBE-7B1-061,3,0.287,0.086,0.342,3.082,0.644,0.646,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-061,TUBE-7B1-061,4,0.286,0.086,0.343,3.126,0.488,0.616,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-061,TUBE-7B1-061,5,0.286,0.085,0.34,3.07,0.494,0.62,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-062,TUBE-7B1-062,1,0.158,0.114,0.35,0.748,0.486,0.609,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-062,TUBE-7B1-062,2,0.164,0.115,0.353,0.835,0.485,0.62,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-062,TUBE-7B1-062,3,0.164,0.119,0.353,0.76,0.379,0.611,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-062,TUBE-7B1-062,4,0.163,0.115,0.354,0.681,0.489,0.621,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-062,TUBE-7B1-062,5,0.164,0.115,0.351,0.841,0.447,0.632,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-063,TUBE-7B1-063,1,0.193,0.108,0.344,0.728,0.421,0.609,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-063,TUBE-7B1-063,2,0.195,0.104,0.345,0.801,0.44,0.621,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-063,TUBE-7B1-063,3,0.193,0.107,0.346,0.776,0.402,0.612,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-063,TUBE-7B1-063,4,0.189,0.103,0.343,0.732,0.423,0.599,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-063,TUBE-7B1-063,5,0.191,0.107,0.345,0.69,0.432,0.609,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-064,TUBE-7B1-064,1,0.183,0.086,0.352,0.992,0.648,0.608,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-064,TUBE-7B1-064,2,0.18,0.086,0.351,0.963,0.657,0.62,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-064,TUBE-7B1-064,3,0.187,0.093,0.354,1.051,0.786,0.616,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-064,TUBE-7B1-064,4,0.179,0.089,0.355,0.921,0.68,0.626,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-064,TUBE-7B1-064,5,0.182,0.092,0.355,0.975,0.688,0.621,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-065,TUBE-7B1-065,1,0.222,0.072,0.343,0.808,0.393,0.617,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-065,TUBE-7B1-065,2,0.215,0.073,0.338,0.857,0.32,0.598,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-065,TUBE-7B1-065,3,0.221,0.067,0.343,0.895,0.26,0.615,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-065,TUBE-7B1-065,4,0.217,0.071,0.341,0.762,0.319,0.615,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-065,TUBE-7B1-065,5,0.22,0.074,0.34,0.945,0.337,0.619,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-066,TUBE-7B1-066,1,0.18,0.127,0.345,0.796,0.468,0.623,x,PASS,Task-level robustness summary for balanced_pid.
manual_review_limited_capacity,TASK-7B1-066,TUBE-7B1-066,2,0.178,0.128,0.343,0.748,0.583,0.611,x,PASS,Task-level robustness summary for balanced_pid.
